Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Income Less than 20K (percent),Income 20K to 35K (percent),Income 35K to 50K (percent),Income 50K to 75K (percent),Income 75K to 100K (percent),Income 100K to 125K (percent),Income 125K to 150K (percent),Income 150K to 200K (percent),Income More than 200K (percent),No High School Diploma (percent),High School Diploma (percent),Some College (percent),Bachelor's Degree (percent),Graduate Degree (percent),White (percent),Black (percent),Indian (percent),Asian (percent),Islander (percent),Other Race (percent),Multiple Races (percent),Hispanic (percent),With Kids (percent),With No Kids (percent),With Kids under 6 years (percent),With Kids between 6-17 years (percent)
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),193,0.178,0.127,0.138,0.207,0.142,0.076,0.048,0.057,0.027,0.089,0.233,0.302,0.257,0.119,0.750,0.107,0.015,0.051,0.001,0.037,0.039,0.081,0.293,0.707,0.153,0.205
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),249,0.192,0.126,0.143,0.210,0.140,0.066,0.050,0.058,0.015,0.092,0.221,0.305,0.266,0.116,0.749,0.111,0.014,0.047,0.001,0.039,0.039,0.083,0.276,0.724,0.153,0.183
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),123,0.199,0.116,0.145,0.208,0.145,0.066,0.047,0.061,0.013,0.091,0.225,0.312,0.263,0.109,0.738,0.111,0.020,0.045,0.001,0.043,0.042,0.089,0.277,0.723,0.156,0.181
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),638,0.187,0.122,0.143,0.208,0.141,0.071,0.051,0.058,0.019,0.090,0.226,0.306,0.264,0.114,0.751,0.108,0.016,0.048,0.001,0.037,0.039,0.080,0.289,0.711,0.157,0.194
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),12,0.247,0.108,0.145,0.189,0.141,0.042,0.056,0.060,0.012,0.108,0.253,0.320,0.227,0.092,0.620,0.191,0.017,0.070,0.001,0.053,0.048,0.112,0.296,0.704,0.171,0.207
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),79,0.171,0.115,0.152,0.202,0.140,0.083,0.059,0.051,0.027,0.085,0.243,0.286,0.271,0.115,0.756,0.112,0.012,0.047,0.000,0.038,0.035,0.069,0.329,0.671,0.168,0.224
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),175,0.171,0.125,0.138,0.205,0.144,0.080,0.051,0.059,0.027,0.085,0.237,0.307,0.253,0.118,0.750,0.104,0.016,0.055,0.001,0.036,0.038,0.082,0.307,0.693,0.161,0.214
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),262,0.192,0.127,0.143,0.210,0.139,0.066,0.051,0.058,0.014,0.093,0.218,0.307,0.268,0.114,0.761,0.105,0.014,0.044,0.001,0.036,0.039,0.077,0.274,0.726,0.152,0.182
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),110,0.203,0.112,0.143,0.211,0.142,0.064,0.048,0.063,0.014,0.091,0.217,0.313,0.269,0.110,0.741,0.109,0.024,0.042,0.001,0.041,0.042,0.087,0.272,0.728,0.155,0.175
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),584,0.199,0.126,0.141,0.206,0.139,0.067,0.046,0.056,0.020,0.094,0.230,0.301,0.260,0.115,0.731,0.115,0.015,0.051,0.001,0.044,0.043,0.089,0.278,0.722,0.151,0.190
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),36,0.202,0.091,0.149,0.210,0.146,0.059,0.051,0.069,0.023,0.079,0.214,0.317,0.278,0.112,0.723,0.124,0.018,0.044,0.001,0.050,0.040,0.110,0.267,0.733,0.151,0.173
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),38,0.182,0.136,0.135,0.213,0.142,0.067,0.043,0.050,0.032,0.104,0.201,0.276,0.282,0.137,0.727,0.111,0.011,0.080,0.000,0.028,0.043,0.073,0.274,0.726,0.136,0.209
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),217,0.197,0.130,0.138,0.206,0.137,0.071,0.043,0.053,0.025,0.096,0.234,0.294,0.260,0.116,0.733,0.116,0.015,0.050,0.001,0.043,0.042,0.085,0.274,0.726,0.147,0.191
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),179,0.201,0.125,0.141,0.213,0.136,0.063,0.049,0.056,0.016,0.094,0.227,0.305,0.261,0.113,0.734,0.114,0.014,0.049,0.000,0.045,0.044,0.092,0.277,0.723,0.151,0.185
Bus - StL Bus Index,Destination,N/A,27053101200,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),113,0.205,0.127,0.145,0.195,0.144,0.069,0.045,0.058,0.012,0.095,0.238,0.312,0.247,0.108,0.727,0.114,0.017,0.051,0.001,0.047,0.043,0.090,0.293,0.707,0.163,0.196
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1444,0.266,0.171,0.167,0.166,0.112,0.058,0.023,0.022,0.015,0.150,0.287,0.296,0.182,0.085,0.623,0.168,0.021,0.051,0.000,0.081,0.056,0.149,0.293,0.707,0.160,0.216
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),54,0.289,0.181,0.171,0.152,0.107,0.056,0.018,0.014,0.012,0.163,0.306,0.298,0.161,0.072,0.601,0.172,0.021,0.051,0.000,0.100,0.055,0.175,0.291,0.709,0.162,0.212
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),156,0.265,0.175,0.165,0.171,0.106,0.054,0.026,0.024,0.014,0.151,0.289,0.305,0.175,0.080,0.572,0.226,0.016,0.078,0.000,0.057,0.051,0.112,0.331,0.669,0.179,0.251
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),433,0.253,0.168,0.164,0.170,0.114,0.062,0.027,0.025,0.017,0.145,0.278,0.293,0.195,0.089,0.643,0.162,0.019,0.055,0.000,0.070,0.051,0.134,0.291,0.709,0.157,0.213
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),501,0.268,0.169,0.169,0.167,0.111,0.056,0.022,0.023,0.015,0.154,0.289,0.287,0.184,0.086,0.633,0.155,0.023,0.044,0.000,0.085,0.060,0.155,0.288,0.712,0.157,0.211
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),299,0.278,0.175,0.169,0.159,0.114,0.059,0.018,0.016,0.012,0.148,0.291,0.312,0.166,0.083,0.610,0.167,0.021,0.045,0.001,0.097,0.059,0.172,0.287,0.713,0.159,0.212
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1485,0.266,0.172,0.169,0.164,0.112,0.059,0.023,0.021,0.014,0.152,0.289,0.295,0.180,0.084,0.619,0.169,0.021,0.052,0.000,0.082,0.057,0.151,0.297,0.703,0.161,0.219
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),36,0.290,0.179,0.163,0.159,0.109,0.056,0.018,0.014,0.012,0.160,0.307,0.309,0.157,0.067,0.585,0.191,0.018,0.050,0.001,0.100,0.055,0.176,0.305,0.695,0.171,0.224
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),191,0.267,0.175,0.165,0.171,0.106,0.052,0.026,0.024,0.014,0.155,0.289,0.300,0.175,0.081,0.562,0.241,0.015,0.082,0.000,0.052,0.048,0.103,0.332,0.668,0.180,0.249
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),430,0.251,0.168,0.164,0.166,0.115,0.064,0.029,0.025,0.018,0.143,0.276,0.292,0.199,0.090,0.648,0.157,0.020,0.055,0.000,0.070,0.050,0.133,0.292,0.708,0.156,0.216
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),545,0.269,0.170,0.172,0.167,0.111,0.056,0.020,0.021,0.014,0.157,0.294,0.286,0.180,0.083,0.629,0.153,0.023,0.043,0.000,0.089,0.063,0.163,0.291,0.709,0.158,0.213
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),284,0.285,0.177,0.171,0.154,0.112,0.059,0.017,0.015,0.010,0.151,0.295,0.313,0.160,0.081,0.597,0.171,0.023,0.044,0.001,0.103,0.061,0.179,0.293,0.707,0.161,0.218
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1199,0.271,0.171,0.166,0.165,0.112,0.058,0.022,0.021,0.014,0.150,0.287,0.300,0.178,0.085,0.627,0.165,0.020,0.050,0.000,0.083,0.055,0.154,0.288,0.712,0.159,0.211
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),90,0.292,0.183,0.173,0.147,0.106,0.057,0.016,0.013,0.013,0.168,0.309,0.284,0.163,0.076,0.611,0.162,0.022,0.046,0.000,0.104,0.055,0.182,0.279,0.721,0.154,0.201
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),74,0.268,0.175,0.173,0.167,0.102,0.061,0.021,0.023,0.010,0.157,0.299,0.305,0.169,0.070,0.629,0.143,0.019,0.057,0.000,0.091,0.061,0.167,0.313,0.687,0.169,0.241
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),399,0.258,0.170,0.168,0.176,0.111,0.057,0.023,0.023,0.014,0.150,0.288,0.294,0.185,0.083,0.631,0.167,0.019,0.054,0.000,0.074,0.055,0.143,0.294,0.706,0.161,0.214
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),349,0.272,0.168,0.164,0.163,0.112,0.056,0.026,0.024,0.015,0.151,0.279,0.294,0.186,0.090,0.628,0.169,0.024,0.047,0.001,0.077,0.054,0.142,0.285,0.715,0.157,0.208
Bus - StL Bus Index,Destination,N/A,27053101800,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),288,0.277,0.172,0.163,0.160,0.118,0.061,0.020,0.015,0.014,0.140,0.286,0.322,0.165,0.087,0.619,0.165,0.018,0.048,0.001,0.094,0.055,0.171,0.280,0.720,0.157,0.206
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),810,0.243,0.167,0.136,0.203,0.113,0.058,0.031,0.030,0.019,0.147,0.260,0.268,0.231,0.094,0.659,0.151,0.018,0.055,0.001,0.065,0.051,0.125,0.277,0.723,0.151,0.198
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),31,0.236,0.173,0.142,0.216,0.105,0.051,0.023,0.032,0.022,0.164,0.264,0.220,0.267,0.085,0.673,0.121,0.020,0.034,0.004,0.100,0.048,0.178,0.248,0.752,0.135,0.166
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),75,0.241,0.163,0.142,0.205,0.119,0.058,0.028,0.029,0.015,0.130,0.255,0.308,0.213,0.094,0.643,0.164,0.018,0.068,0.001,0.055,0.051,0.107,0.289,0.711,0.156,0.214
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),238,0.225,0.161,0.140,0.198,0.120,0.064,0.036,0.033,0.023,0.141,0.262,0.278,0.222,0.097,0.652,0.161,0.016,0.063,0.001,0.060,0.047,0.117,0.300,0.700,0.162,0.218
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),314,0.248,0.168,0.133,0.207,0.111,0.057,0.030,0.028,0.018,0.149,0.259,0.264,0.234,0.094,0.668,0.143,0.019,0.054,0.001,0.062,0.053,0.124,0.269,0.731,0.148,0.190
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),152,0.257,0.173,0.132,0.202,0.108,0.053,0.028,0.029,0.018,0.158,0.258,0.255,0.239,0.090,0.655,0.154,0.021,0.043,0.001,0.075,0.051,0.139,0.258,0.742,0.144,0.182
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),787,0.247,0.168,0.134,0.205,0.111,0.057,0.031,0.029,0.018,0.150,0.260,0.265,0.232,0.093,0.660,0.150,0.019,0.054,0.001,0.064,0.052,0.124,0.273,0.727,0.149,0.195
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),18,0.219,0.179,0.161,0.214,0.106,0.046,0.019,0.031,0.025,0.169,0.282,0.212,0.258,0.079,0.663,0.125,0.020,0.028,0.005,0.111,0.048,0.193,0.250,0.750,0.140,0.161
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),79,0.242,0.164,0.136,0.206,0.116,0.058,0.031,0.029,0.018,0.131,0.245,0.295,0.225,0.104,0.642,0.170,0.015,0.071,0.001,0.053,0.048,0.102,0.285,0.715,0.157,0.208
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),217,0.234,0.164,0.141,0.200,0.116,0.060,0.035,0.031,0.019,0.148,0.268,0.279,0.215,0.090,0.642,0.165,0.017,0.062,0.001,0.064,0.049,0.123,0.299,0.701,0.158,0.219
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),336,0.250,0.167,0.130,0.209,0.110,0.058,0.031,0.028,0.017,0.149,0.259,0.262,0.237,0.093,0.674,0.137,0.019,0.051,0.001,0.063,0.055,0.125,0.266,0.734,0.148,0.186
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),137,0.262,0.175,0.129,0.203,0.105,0.052,0.027,0.029,0.018,0.160,0.255,0.251,0.244,0.090,0.664,0.153,0.022,0.042,0.001,0.067,0.051,0.127,0.251,0.749,0.139,0.177
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),778,0.239,0.164,0.140,0.200,0.116,0.059,0.031,0.031,0.020,0.144,0.258,0.274,0.229,0.095,0.657,0.154,0.018,0.052,0.001,0.068,0.050,0.130,0.276,0.724,0.153,0.196
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),56,0.235,0.172,0.135,0.218,0.109,0.053,0.025,0.033,0.020,0.160,0.257,0.228,0.268,0.087,0.684,0.119,0.021,0.033,0.003,0.091,0.049,0.167,0.248,0.752,0.131,0.169
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),73,0.253,0.160,0.155,0.199,0.116,0.056,0.023,0.028,0.010,0.132,0.278,0.328,0.189,0.073,0.657,0.148,0.022,0.058,0.001,0.054,0.060,0.115,0.280,0.720,0.147,0.209
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),262,0.218,0.161,0.138,0.194,0.124,0.066,0.037,0.034,0.028,0.134,0.250,0.271,0.236,0.109,0.660,0.158,0.015,0.058,0.001,0.062,0.046,0.118,0.291,0.709,0.165,0.206
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),220,0.245,0.166,0.145,0.200,0.113,0.055,0.029,0.029,0.018,0.148,0.263,0.274,0.222,0.093,0.650,0.166,0.018,0.056,0.001,0.059,0.050,0.123,0.275,0.725,0.152,0.194
Bus - StL Bus Index,Destination,N/A,27053101900,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),167,0.259,0.163,0.132,0.203,0.112,0.057,0.031,0.027,0.016,0.155,0.257,0.268,0.232,0.088,0.651,0.149,0.018,0.044,0.001,0.084,0.053,0.151,0.262,0.738,0.148,0.186
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),911,0.244,0.164,0.155,0.177,0.117,0.059,0.034,0.028,0.022,0.145,0.253,0.294,0.210,0.098,0.681,0.146,0.026,0.045,0.000,0.055,0.047,0.112,0.267,0.733,0.142,0.195
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),34,0.264,0.174,0.168,0.168,0.115,0.045,0.030,0.018,0.018,0.153,0.268,0.311,0.187,0.081,0.666,0.127,0.031,0.045,0.001,0.087,0.043,0.142,0.236,0.764,0.138,0.166
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),154,0.230,0.169,0.140,0.193,0.111,0.066,0.037,0.032,0.022,0.140,0.252,0.283,0.217,0.108,0.663,0.186,0.018,0.047,0.000,0.046,0.040,0.089,0.289,0.711,0.152,0.218
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),287,0.218,0.155,0.152,0.188,0.126,0.064,0.037,0.033,0.027,0.133,0.247,0.298,0.216,0.106,0.692,0.136,0.023,0.053,0.000,0.051,0.045,0.105,0.284,0.716,0.147,0.210
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),299,0.258,0.167,0.160,0.168,0.114,0.056,0.032,0.025,0.020,0.151,0.257,0.298,0.203,0.091,0.681,0.142,0.031,0.041,0.000,0.055,0.050,0.117,0.258,0.742,0.139,0.186
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),137,0.265,0.167,0.163,0.164,0.114,0.051,0.031,0.026,0.019,0.158,0.252,0.289,0.210,0.091,0.681,0.139,0.030,0.036,0.000,0.062,0.052,0.125,0.242,0.758,0.132,0.173
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),951,0.249,0.166,0.156,0.175,0.115,0.057,0.033,0.028,0.021,0.149,0.255,0.295,0.206,0.095,0.677,0.149,0.027,0.044,0.000,0.055,0.048,0.113,0.267,0.733,0.143,0.196
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),28,0.282,0.177,0.170,0.156,0.109,0.041,0.028,0.020,0.017,0.158,0.280,0.306,0.175,0.081,0.667,0.123,0.030,0.035,0.003,0.101,0.041,0.153,0.223,0.777,0.130,0.162
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),180,0.222,0.173,0.139,0.191,0.111,0.068,0.039,0.033,0.024,0.137,0.249,0.282,0.220,0.112,0.675,0.180,0.017,0.047,0.000,0.043,0.038,0.085,0.288,0.712,0.151,0.217
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),291,0.221,0.158,0.154,0.188,0.126,0.062,0.035,0.032,0.024,0.137,0.255,0.301,0.208,0.099,0.687,0.142,0.024,0.051,0.000,0.049,0.047,0.105,0.283,0.717,0.147,0.210
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),329,0.268,0.167,0.161,0.166,0.111,0.053,0.031,0.024,0.019,0.156,0.259,0.295,0.201,0.089,0.673,0.147,0.032,0.040,0.000,0.057,0.051,0.121,0.257,0.743,0.140,0.186
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),125,0.275,0.167,0.165,0.162,0.111,0.047,0.031,0.024,0.018,0.169,0.249,0.288,0.207,0.087,0.670,0.140,0.031,0.038,0.000,0.067,0.054,0.135,0.242,0.758,0.134,0.174
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),748,0.236,0.160,0.149,0.181,0.120,0.063,0.036,0.031,0.024,0.140,0.244,0.293,0.218,0.105,0.689,0.138,0.025,0.047,0.000,0.056,0.045,0.112,0.268,0.732,0.143,0.193
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),56,0.256,0.172,0.161,0.177,0.119,0.048,0.031,0.018,0.018,0.150,0.259,0.313,0.197,0.081,0.660,0.136,0.031,0.057,0.000,0.075,0.041,0.132,0.249,0.751,0.147,0.174
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),87,0.257,0.162,0.152,0.191,0.103,0.060,0.029,0.030,0.016,0.156,0.249,0.281,0.218,0.096,0.622,0.196,0.025,0.046,0.000,0.062,0.049,0.115,0.278,0.722,0.155,0.204
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),272,0.220,0.154,0.142,0.188,0.125,0.068,0.038,0.036,0.029,0.133,0.236,0.282,0.227,0.122,0.696,0.130,0.020,0.058,0.000,0.052,0.044,0.108,0.283,0.717,0.146,0.208
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),219,0.235,0.162,0.150,0.174,0.121,0.065,0.039,0.030,0.024,0.138,0.248,0.301,0.214,0.099,0.705,0.128,0.028,0.039,0.000,0.054,0.046,0.110,0.264,0.736,0.141,0.189
Bus - StL Bus Index,Destination,N/A,27053102500,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),114,0.252,0.163,0.155,0.175,0.116,0.057,0.033,0.029,0.020,0.145,0.246,0.290,0.220,0.099,0.701,0.135,0.028,0.033,0.000,0.055,0.048,0.114,0.243,0.757,0.131,0.172
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1552,0.199,0.150,0.150,0.194,0.126,0.073,0.042,0.038,0.028,0.110,0.237,0.281,0.250,0.122,0.721,0.119,0.016,0.064,0.000,0.042,0.038,0.088,0.281,0.719,0.144,0.203
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),44,0.216,0.169,0.166,0.194,0.110,0.060,0.034,0.029,0.022,0.105,0.243,0.286,0.255,0.111,0.683,0.153,0.022,0.065,0.000,0.037,0.040,0.091,0.254,0.746,0.135,0.177
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),203,0.196,0.155,0.141,0.201,0.125,0.071,0.042,0.041,0.028,0.110,0.242,0.278,0.240,0.130,0.688,0.145,0.015,0.076,0.000,0.040,0.036,0.084,0.293,0.707,0.150,0.213
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),538,0.189,0.144,0.146,0.196,0.130,0.078,0.045,0.041,0.031,0.109,0.241,0.287,0.244,0.119,0.730,0.114,0.015,0.064,0.000,0.041,0.036,0.083,0.304,0.696,0.154,0.222
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),515,0.204,0.152,0.150,0.194,0.125,0.072,0.041,0.036,0.026,0.111,0.233,0.277,0.255,0.124,0.729,0.110,0.015,0.063,0.001,0.043,0.039,0.090,0.266,0.734,0.136,0.192
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),252,0.209,0.150,0.162,0.186,0.125,0.067,0.040,0.033,0.028,0.110,0.235,0.278,0.257,0.120,0.718,0.122,0.018,0.056,0.000,0.047,0.039,0.095,0.259,0.741,0.136,0.185
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1546,0.195,0.148,0.151,0.196,0.127,0.074,0.043,0.038,0.028,0.108,0.240,0.284,0.248,0.120,0.722,0.119,0.016,0.064,0.000,0.041,0.038,0.085,0.287,0.713,0.147,0.208
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),32,0.218,0.168,0.172,0.190,0.110,0.057,0.035,0.029,0.021,0.093,0.249,0.294,0.251,0.113,0.654,0.186,0.019,0.059,0.000,0.038,0.044,0.090,0.251,0.749,0.133,0.172
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),227,0.193,0.153,0.144,0.199,0.128,0.073,0.042,0.041,0.027,0.108,0.243,0.280,0.239,0.130,0.689,0.142,0.016,0.075,0.000,0.041,0.037,0.086,0.294,0.706,0.150,0.213
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),507,0.177,0.140,0.146,0.199,0.133,0.083,0.048,0.044,0.030,0.105,0.246,0.292,0.242,0.115,0.736,0.112,0.015,0.065,0.000,0.037,0.035,0.077,0.322,0.678,0.162,0.236
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),546,0.203,0.152,0.152,0.195,0.125,0.072,0.041,0.035,0.025,0.111,0.235,0.280,0.254,0.120,0.730,0.110,0.015,0.063,0.001,0.042,0.039,0.088,0.269,0.731,0.138,0.194
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),235,0.213,0.150,0.161,0.189,0.123,0.065,0.039,0.032,0.028,0.109,0.235,0.282,0.256,0.118,0.710,0.128,0.019,0.056,0.001,0.045,0.041,0.093,0.260,0.740,0.135,0.185
Bus - StL Bus Index,Destination,N/A,27053102600,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1465,0.211,0.153,0.151,0.188,0.122,0.070,0.039,0.036,0.030,0.112,0.227,0.272,0.258,0.131,0.721,0.118,0.015,0.065,0.000,0.044,0.037,0.091,0.261,0.739,0.134,0.189
