Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Index),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Travel Time 0-5 min (percent),Travel Time 5-10 min (percent),Travel Time 10-15 min (percent),Travel Time 15-20 min (percent),Travel Time 20-25 min (percent),Travel Time 25-30 min (percent),Travel Time 30-35 min (percent),Travel Time 35-40 min (percent),Travel Time 40-45 min (percent),Travel Time 45-50 min (percent),Travel Time 50-55 min (percent),Travel Time 55-60 min (percent),Travel Time 60+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-3 mi (percent),Trip Length 3-4 mi (percent),Trip Length 4-5 mi (percent),Trip Length 5-6 mi (percent),Trip Length 6-7 mi (percent),Trip Length 7-8 mi (percent),Trip Length 8-9 mi (percent),Trip Length 9-10 mi (percent),Trip Length 10+ mi (percent)
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),337,1207,1207,3.8,3.8,0.089,0.250,0.164,0.135,0.112,0.069,0.049,0.026,0.020,0.013,0.023,0.007,0.043,0.201,0.207,0.207,0.109,0.053,0.056,0.036,0.023,0.013,0.016,0.079
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),301,1195,1195,3.4,3.4,0.048,0.228,0.210,0.210,0.074,0.033,0.044,0.044,0.044,0.011,0.007,0.007,0.040,0.195,0.240,0.195,0.110,0.070,0.044,0.029,0.026,0.018,0.018,0.055
Bus - StL Bus Index,Origin,N/A,27053126101,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),202,1237,1237,3.8,3.8,0.078,0.210,0.194,0.167,0.100,0.050,0.044,0.039,0.017,0.028,0.006,0.028,0.039,0.206,0.211,0.150,0.128,0.078,0.044,0.044,0.017,0.033,0.006,0.083
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),15387,1693,1693,5.1,5.1,0.025,0.132,0.156,0.129,0.112,0.091,0.080,0.060,0.052,0.039,0.030,0.021,0.073,0.102,0.203,0.166,0.114,0.074,0.056,0.044,0.041,0.038,0.030,0.132
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),991,1497,1497,4.6,4.6,0.043,0.183,0.204,0.139,0.094,0.081,0.050,0.045,0.029,0.024,0.023,0.015,0.070,0.111,0.213,0.207,0.130,0.067,0.046,0.041,0.027,0.028,0.026,0.104
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),1654,1475,1475,4.2,4.2,0.041,0.195,0.199,0.134,0.101,0.068,0.058,0.039,0.036,0.027,0.022,0.018,0.062,0.153,0.249,0.185,0.092,0.062,0.040,0.034,0.027,0.032,0.027,0.099
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),3843,1604,1604,4.3,4.3,0.034,0.161,0.175,0.133,0.110,0.083,0.066,0.048,0.041,0.030,0.026,0.020,0.073,0.123,0.238,0.181,0.113,0.071,0.053,0.037,0.036,0.029,0.022,0.097
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),6418,1889,1889,6.0,6.0,0.014,0.085,0.117,0.116,0.117,0.105,0.101,0.079,0.068,0.053,0.037,0.025,0.083,0.077,0.158,0.141,0.114,0.080,0.063,0.052,0.049,0.049,0.039,0.178
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),2479,1550,1550,4.6,4.6,0.024,0.147,0.174,0.149,0.116,0.087,0.075,0.052,0.047,0.032,0.024,0.017,0.056,0.098,0.228,0.179,0.127,0.075,0.055,0.043,0.040,0.030,0.024,0.101
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),17024,1745,1745,5.3,5.3,0.024,0.122,0.146,0.125,0.112,0.092,0.086,0.065,0.056,0.043,0.031,0.023,0.075,0.096,0.191,0.161,0.113,0.076,0.057,0.047,0.042,0.041,0.033,0.143
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),639,1464,1464,4.3,4.3,0.056,0.212,0.206,0.128,0.090,0.073,0.048,0.034,0.028,0.020,0.018,0.016,0.071,0.126,0.218,0.211,0.122,0.065,0.046,0.041,0.025,0.033,0.023,0.090
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),1964,1460,1460,4.2,4.2,0.040,0.200,0.200,0.132,0.103,0.068,0.057,0.037,0.036,0.028,0.021,0.018,0.060,0.159,0.251,0.180,0.088,0.066,0.039,0.035,0.025,0.032,0.028,0.097
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),4195,1631,1631,4.4,4.4,0.035,0.154,0.171,0.137,0.109,0.080,0.067,0.050,0.042,0.030,0.027,0.021,0.077,0.122,0.229,0.184,0.109,0.073,0.054,0.038,0.038,0.031,0.023,0.099
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),7964,1950,1950,6.3,6.3,0.012,0.072,0.106,0.111,0.115,0.107,0.109,0.084,0.073,0.058,0.040,0.027,0.086,0.067,0.141,0.136,0.115,0.081,0.065,0.055,0.050,0.052,0.042,0.196
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),2263,1558,1558,4.6,4.6,0.022,0.144,0.175,0.144,0.115,0.088,0.079,0.058,0.050,0.033,0.021,0.018,0.053,0.087,0.222,0.176,0.135,0.077,0.057,0.046,0.043,0.034,0.027,0.096
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),10449,1507,1507,4.3,4.3,0.032,0.171,0.189,0.143,0.110,0.084,0.058,0.048,0.037,0.028,0.022,0.016,0.062,0.122,0.248,0.183,0.123,0.063,0.047,0.037,0.034,0.025,0.023,0.095
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1831,1509,1509,4.7,4.7,0.034,0.162,0.206,0.151,0.098,0.081,0.051,0.054,0.029,0.028,0.024,0.015,0.067,0.106,0.214,0.195,0.141,0.063,0.046,0.042,0.030,0.025,0.028,0.110
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),875,1521,1521,4.2,4.2,0.044,0.178,0.201,0.138,0.099,0.071,0.054,0.044,0.033,0.031,0.021,0.021,0.065,0.135,0.244,0.198,0.100,0.050,0.043,0.029,0.033,0.036,0.034,0.098
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2589,1453,1453,3.9,3.9,0.038,0.194,0.193,0.124,0.109,0.089,0.054,0.041,0.038,0.026,0.021,0.019,0.054,0.129,0.265,0.181,0.127,0.061,0.044,0.038,0.030,0.023,0.019,0.083
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),2730,1548,1548,4.2,4.2,0.025,0.169,0.178,0.141,0.116,0.083,0.060,0.053,0.044,0.028,0.021,0.014,0.068,0.132,0.252,0.170,0.117,0.067,0.049,0.037,0.040,0.027,0.021,0.088
Bus - StL Bus Index,Origin,N/A,27053126102,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2424,1512,1512,4.5,4.5,0.027,0.155,0.184,0.161,0.116,0.086,0.065,0.047,0.033,0.029,0.024,0.014,0.059,0.112,0.248,0.185,0.121,0.065,0.052,0.037,0.033,0.020,0.023,0.104
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2750,1617,1617,4.7,4.7,0.038,0.185,0.194,0.138,0.105,0.073,0.052,0.040,0.030,0.021,0.020,0.016,0.088,0.087,0.273,0.168,0.123,0.079,0.051,0.041,0.028,0.023,0.020,0.107
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),176,1884,1884,5.9,5.9,0.044,0.171,0.198,0.118,0.089,0.063,0.053,0.044,0.027,0.015,0.026,0.022,0.130,0.051,0.257,0.186,0.138,0.058,0.050,0.019,0.024,0.027,0.017,0.173
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),496,1583,1583,4.3,4.3,0.044,0.207,0.196,0.137,0.100,0.071,0.041,0.038,0.028,0.013,0.021,0.016,0.088,0.118,0.301,0.161,0.115,0.078,0.045,0.038,0.021,0.017,0.015,0.091
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),870,1560,1560,4.4,4.4,0.042,0.208,0.199,0.139,0.102,0.060,0.049,0.035,0.025,0.026,0.018,0.015,0.082,0.089,0.294,0.182,0.112,0.078,0.048,0.037,0.032,0.023,0.018,0.087
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),750,1729,1729,5.1,5.1,0.032,0.147,0.178,0.141,0.112,0.085,0.056,0.043,0.041,0.023,0.023,0.019,0.100,0.077,0.237,0.145,0.134,0.096,0.049,0.048,0.030,0.027,0.027,0.130
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),458,1480,1480,4.5,4.5,0.031,0.189,0.204,0.141,0.111,0.082,0.061,0.045,0.027,0.019,0.016,0.009,0.065,0.080,0.268,0.178,0.126,0.064,0.065,0.050,0.026,0.024,0.019,0.100
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2925,1645,1645,4.8,4.8,0.036,0.180,0.189,0.144,0.102,0.077,0.054,0.044,0.028,0.019,0.020,0.017,0.090,0.084,0.271,0.165,0.120,0.086,0.050,0.041,0.028,0.023,0.022,0.110
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),136,2040,2040,6.4,6.4,0.078,0.131,0.154,0.134,0.082,0.078,0.056,0.037,0.030,0.007,0.037,0.030,0.146,0.034,0.264,0.175,0.146,0.060,0.045,0.015,0.037,0.019,0.015,0.190
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),597,1583,1583,4.3,4.3,0.043,0.201,0.201,0.145,0.092,0.074,0.044,0.040,0.025,0.012,0.020,0.017,0.086,0.126,0.305,0.150,0.110,0.086,0.041,0.037,0.019,0.018,0.019,0.089
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),939,1542,1542,4.3,4.3,0.038,0.215,0.204,0.136,0.101,0.062,0.052,0.037,0.018,0.023,0.016,0.017,0.081,0.084,0.309,0.185,0.105,0.084,0.046,0.032,0.030,0.023,0.018,0.084
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),848,1807,1807,5.5,5.5,0.026,0.136,0.171,0.153,0.109,0.087,0.055,0.051,0.043,0.022,0.023,0.019,0.105,0.070,0.225,0.140,0.138,0.099,0.049,0.049,0.031,0.026,0.029,0.144
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),405,1505,1505,4.6,4.6,0.029,0.176,0.190,0.145,0.110,0.093,0.069,0.054,0.023,0.016,0.018,0.009,0.068,0.066,0.241,0.186,0.124,0.071,0.075,0.055,0.029,0.028,0.024,0.101
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2117,1588,1588,4.5,4.5,0.032,0.203,0.198,0.133,0.104,0.064,0.046,0.032,0.035,0.030,0.020,0.015,0.088,0.094,0.265,0.168,0.134,0.070,0.050,0.040,0.030,0.025,0.017,0.107
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),286,1772,1772,5.6,5.6,0.004,0.219,0.226,0.113,0.086,0.055,0.051,0.043,0.027,0.027,0.012,0.016,0.121,0.063,0.245,0.184,0.121,0.063,0.051,0.023,0.012,0.043,0.023,0.172
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),233,1603,1603,4.1,4.1,0.056,0.202,0.164,0.121,0.093,0.070,0.028,0.042,0.051,0.033,0.023,0.014,0.103,0.103,0.277,0.154,0.140,0.065,0.037,0.065,0.047,0.009,0.000,0.103
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),651,1614,1614,4.4,4.4,0.046,0.177,0.171,0.151,0.115,0.059,0.054,0.030,0.041,0.037,0.024,0.012,0.083,0.103,0.242,0.169,0.137,0.071,0.052,0.049,0.041,0.029,0.017,0.090
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),485,1537,1537,4.4,4.4,0.026,0.197,0.218,0.135,0.102,0.067,0.046,0.021,0.032,0.026,0.023,0.021,0.086,0.088,0.267,0.172,0.132,0.086,0.053,0.028,0.023,0.028,0.026,0.097
Bus - StL Bus Index,Origin,N/A,27053126201,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),462,1486,1486,4.3,4.3,0.026,0.238,0.214,0.126,0.105,0.071,0.040,0.033,0.026,0.024,0.014,0.014,0.069,0.100,0.305,0.159,0.135,0.059,0.050,0.038,0.026,0.014,0.012,0.102
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),2240,1323,1323,3.9,3.9,0.044,0.207,0.215,0.152,0.115,0.065,0.047,0.031,0.030,0.017,0.014,0.016,0.047,0.154,0.278,0.164,0.116,0.074,0.041,0.033,0.027,0.017,0.016,0.080
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),131,1333,1333,4.2,4.2,0.046,0.225,0.221,0.153,0.089,0.055,0.064,0.027,0.027,0.018,0.009,0.009,0.057,0.153,0.234,0.187,0.123,0.082,0.043,0.025,0.032,0.014,0.016,0.091
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),280,1215,1215,3.2,3.2,0.062,0.228,0.226,0.168,0.114,0.051,0.034,0.017,0.019,0.009,0.014,0.021,0.037,0.197,0.316,0.169,0.103,0.058,0.029,0.022,0.019,0.011,0.012,0.064
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),660,1284,1284,3.6,3.6,0.055,0.241,0.208,0.139,0.109,0.058,0.042,0.029,0.028,0.016,0.014,0.015,0.046,0.166,0.300,0.159,0.106,0.074,0.039,0.032,0.027,0.016,0.017,0.064
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),672,1467,1467,4.5,4.5,0.031,0.164,0.191,0.157,0.126,0.079,0.054,0.041,0.039,0.025,0.018,0.015,0.060,0.130,0.247,0.162,0.118,0.071,0.047,0.046,0.029,0.021,0.021,0.108
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),497,1241,1241,3.7,3.7,0.039,0.203,0.240,0.155,0.118,0.067,0.047,0.028,0.026,0.014,0.010,0.019,0.034,0.148,0.277,0.163,0.133,0.084,0.043,0.024,0.028,0.019,0.011,0.070
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2228,1348,1348,4.0,4.0,0.041,0.201,0.212,0.153,0.118,0.066,0.047,0.032,0.030,0.017,0.017,0.017,0.049,0.149,0.272,0.161,0.116,0.076,0.045,0.036,0.025,0.018,0.018,0.084
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),66,1209,1209,3.4,3.4,0.062,0.283,0.231,0.131,0.077,0.031,0.069,0.023,0.008,0.000,0.008,0.015,0.062,0.200,0.207,0.208,0.154,0.069,0.054,0.023,0.015,0.008,0.008,0.054
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),337,1195,1195,3.1,3.1,0.058,0.214,0.223,0.178,0.129,0.046,0.037,0.016,0.018,0.010,0.019,0.022,0.030,0.199,0.328,0.151,0.108,0.061,0.031,0.024,0.019,0.010,0.012,0.057
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),658,1299,1299,3.6,3.6,0.054,0.246,0.200,0.138,0.110,0.061,0.043,0.030,0.028,0.015,0.011,0.014,0.050,0.162,0.300,0.161,0.100,0.078,0.046,0.036,0.025,0.015,0.016,0.061
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),736,1563,1563,5.0,5.0,0.024,0.141,0.183,0.163,0.128,0.077,0.055,0.048,0.042,0.026,0.025,0.018,0.070,0.120,0.227,0.157,0.113,0.077,0.046,0.050,0.028,0.026,0.026,0.130
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),430,1200,1200,3.8,3.8,0.033,0.209,0.265,0.142,0.113,0.076,0.043,0.025,0.026,0.015,0.011,0.015,0.027,0.132,0.265,0.169,0.145,0.082,0.052,0.025,0.027,0.019,0.017,0.067
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2066,1288,1288,3.7,3.7,0.049,0.222,0.217,0.150,0.101,0.061,0.051,0.030,0.033,0.017,0.011,0.014,0.044,0.167,0.277,0.162,0.118,0.072,0.037,0.030,0.032,0.018,0.012,0.075
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),285,1407,1407,4.5,4.5,0.023,0.178,0.212,0.178,0.100,0.069,0.069,0.031,0.039,0.031,0.012,0.008,0.050,0.124,0.233,0.181,0.120,0.085,0.042,0.027,0.046,0.015,0.015,0.112
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),131,1123,1123,3.4,3.4,0.102,0.314,0.178,0.161,0.051,0.042,0.042,0.034,0.017,0.000,0.000,0.017,0.042,0.220,0.298,0.178,0.068,0.051,0.034,0.025,0.025,0.017,0.008,0.076
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),611,1296,1296,3.6,3.6,0.051,0.232,0.224,0.146,0.097,0.047,0.045,0.032,0.031,0.014,0.018,0.014,0.049,0.175,0.286,0.157,0.110,0.072,0.032,0.027,0.034,0.022,0.020,0.065
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),507,1229,1229,3.3,3.3,0.053,0.231,0.215,0.141,0.103,0.084,0.046,0.026,0.035,0.015,0.004,0.007,0.040,0.171,0.288,0.178,0.125,0.051,0.046,0.046,0.020,0.013,0.007,0.055
Bus - StL Bus Index,Origin,N/A,27053126202,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),532,1311,1311,3.9,3.9,0.043,0.200,0.223,0.146,0.115,0.058,0.056,0.031,0.035,0.019,0.010,0.025,0.039,0.163,0.281,0.138,0.132,0.088,0.031,0.023,0.033,0.019,0.008,0.084
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),678,1294,1294,4.2,4.2,0.100,0.182,0.180,0.133,0.108,0.077,0.059,0.039,0.030,0.021,0.012,0.013,0.046,0.105,0.155,0.175,0.191,0.119,0.063,0.042,0.042,0.028,0.014,0.066
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),14,1283,1283,4.5,4.5,0.083,0.083,0.249,0.188,0.146,0.083,0.021,0.063,0.000,0.021,0.021,0.000,0.042,0.063,0.146,0.125,0.227,0.083,0.167,0.021,0.042,0.042,0.042,0.042
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),65,1030,1030,3.4,3.4,0.264,0.174,0.155,0.119,0.037,0.059,0.046,0.032,0.037,0.027,0.009,0.009,0.032,0.237,0.260,0.142,0.091,0.059,0.041,0.037,0.018,0.023,0.005,0.087
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),239,1209,1209,4.0,4.0,0.099,0.227,0.205,0.114,0.107,0.065,0.042,0.036,0.029,0.015,0.010,0.012,0.039,0.095,0.166,0.225,0.175,0.111,0.062,0.037,0.031,0.015,0.022,0.061
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),256,1428,1428,4.4,4.4,0.054,0.143,0.163,0.152,0.126,0.099,0.079,0.045,0.034,0.018,0.015,0.020,0.052,0.080,0.118,0.148,0.232,0.147,0.063,0.046,0.054,0.039,0.011,0.062
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),104,1334,1334,4.3,4.3,0.116,0.191,0.165,0.136,0.104,0.061,0.061,0.032,0.023,0.038,0.009,0.003,0.061,0.113,0.156,0.159,0.181,0.110,0.064,0.046,0.052,0.035,0.006,0.078
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),667,1326,1326,4.3,4.3,0.090,0.167,0.183,0.133,0.117,0.081,0.058,0.042,0.036,0.024,0.011,0.011,0.047,0.096,0.150,0.175,0.193,0.124,0.065,0.039,0.044,0.029,0.014,0.071
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),7,1547,1547,5.0,5.0,0.000,0.200,0.133,0.267,0.200,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.133,0.067,0.067,0.265,0.067,0.133,0.200,0.067,0.067,0.000,0.000,0.067
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),70,1086,1086,3.6,3.6,0.263,0.123,0.167,0.152,0.036,0.058,0.036,0.043,0.029,0.036,0.014,0.007,0.036,0.239,0.254,0.116,0.109,0.058,0.058,0.036,0.007,0.022,0.000,0.101
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),217,1194,1194,4.0,4.0,0.088,0.234,0.213,0.111,0.127,0.058,0.032,0.028,0.030,0.016,0.012,0.012,0.039,0.079,0.160,0.257,0.162,0.113,0.063,0.035,0.032,0.016,0.023,0.060
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),267,1480,1480,4.6,4.6,0.034,0.128,0.170,0.149,0.131,0.107,0.084,0.055,0.046,0.017,0.011,0.017,0.051,0.065,0.118,0.135,0.258,0.149,0.057,0.038,0.057,0.042,0.011,0.070
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),106,1358,1358,4.4,4.4,0.130,0.155,0.164,0.116,0.106,0.082,0.068,0.039,0.029,0.053,0.005,0.000,0.053,0.116,0.150,0.135,0.164,0.126,0.087,0.053,0.058,0.029,0.010,0.072
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),678,1222,1222,4.0,4.0,0.135,0.216,0.173,0.125,0.088,0.060,0.057,0.031,0.024,0.016,0.013,0.018,0.044,0.135,0.167,0.180,0.169,0.099,0.047,0.049,0.047,0.024,0.018,0.065
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),30,1269,1269,4.5,4.5,0.074,0.037,0.297,0.148,0.111,0.111,0.037,0.111,0.000,0.037,0.037,0.000,0.000,0.074,0.148,0.074,0.297,0.074,0.111,0.000,0.037,0.074,0.074,0.037
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),47,805,805,3.0,3.0,0.279,0.301,0.116,0.047,0.047,0.093,0.047,0.000,0.047,0.023,0.000,0.000,0.000,0.209,0.256,0.256,0.023,0.093,0.000,0.047,0.047,0.023,0.023,0.023
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),280,1217,1217,4.2,4.2,0.137,0.227,0.188,0.102,0.075,0.055,0.063,0.043,0.039,0.012,0.008,0.016,0.035,0.137,0.176,0.190,0.157,0.098,0.043,0.039,0.039,0.012,0.027,0.082
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),220,1290,1290,4.0,4.0,0.120,0.190,0.155,0.160,0.095,0.065,0.060,0.015,0.010,0.020,0.020,0.030,0.060,0.125,0.130,0.180,0.175,0.115,0.065,0.075,0.060,0.020,0.005,0.050
Bus - StL Bus Index,Destination,N/A,27053001100,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),101,1271,1271,4.0,4.0,0.109,0.260,0.163,0.141,0.120,0.033,0.043,0.022,0.011,0.011,0.011,0.011,0.065,0.130,0.185,0.163,0.218,0.076,0.022,0.033,0.043,0.054,0.000,0.076
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),802,1378,1378,4.3,4.3,0.060,0.153,0.192,0.166,0.126,0.071,0.062,0.040,0.029,0.024,0.016,0.011,0.050,0.075,0.153,0.201,0.187,0.106,0.083,0.053,0.036,0.028,0.018,0.060
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),29,1310,1310,4.2,4.2,0.042,0.243,0.147,0.189,0.084,0.063,0.063,0.032,0.021,0.053,0.000,0.021,0.042,0.053,0.168,0.304,0.168,0.053,0.116,0.011,0.032,0.000,0.021,0.074
Bus - StL Bus Index,Destination,N/A,27053001700,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),76,1400,1400,4.5,4.5,0.043,0.173,0.193,0.189,0.083,0.059,0.063,0.051,0.020,0.039,0.016,0.012,0.059,0.059,0.134,0.173,0.240,0.106,0.067,0.063,0.020,0.031,0.028,0.079
